,Start_Date,Prod_Type,Sex,Breed,Brooder,Grower,Bootie_Swabs,Group,Serotype,Process_Date,Project,month
1180,9/18/2019,Antibiotic-free,LHEN,NIC-85,J & K BLACKMON BROODER,D & R STRICKLAND,Negative,0,0,12/9/2019,4268JK19,12/1/2019
760,7/9/2018,Antibiotic-free,HHEN,NIC-SS,J & K BLACKMON BROODER,GUY D CASEY,Positive,C1,Infantis,11/7/2018,4191JK18,11/1/2018
863,11/12/2018,Antibiotic-free,HHEN,NIC-SS,J & K BLACKMON BROODER,GUY D CASEY,Positive,B,"1,4,5,12",3/5/2019,4328JK18,3/1/2019
67,10/17/2016,Conventional,HTOM,NIC-85,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,2/28/2017,3045JK16,2/1/2017
205,2/20/2017,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,7/4/2017,3007JK17,7/1/2017
356,6/26/2017,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,11/7/2017,3027JK17,11/1/2017
493,10/30/2017,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,3/13/2018,3047JK17,3/1/2018
634,3/5/2018,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,7/18/2018,3009JK18,7/1/2018
864,11/12/2018,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Positive,C2,Albany,3/27/2019,3046JK18,3/1/2019
993,3/12/2019,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Negative,0,0,7/24/2019,3017JK19,7/1/2019
1123,7/16/2019,Conventional,HTOM,NIC-88,J & K BLACKMON BROODER,HARRELSON GOBBLERS,Positive,B,Reading,11/23/2019,3033JK19,11/1/2019
433,10/30/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Positive,B,Schwarzengrund,1/17/2018,4311JK17,1/1/2018
512,1/2/2018,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Negative,0,0,3/28/2018,4000JK18,3/1/2018
519,1/3/2018,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Positive,D2,Ouakam,4/4/2018,4001JK18,4/1/2018
1122,7/16/2019,Antibiotic-free,HHEN,NIC-88,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Positive,C2,Muenchen,11/14/2019,4209JK19,11/1/2019
1124,7/17/2019,Antibiotic-free,HHEN,NIC-88,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Positive,C2,Muenchen,11/8/2019,4210JK19,11/1/2019
1125,7/17/2019,Antibiotic-free,HHEN,HYB-C,J & K BLACKMON BROODER,HOLLINGSWORTH FARMS INC,Positive,C1,Infantis,11/11/2019,4211JK19,11/1/2019
185,2/20/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,J&C TURKEY FARM,Negative,0,0,6/14/2017,4050JK17,6/1/2017
191,2/21/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,J&C TURKEY FARM,Negative,0,0,6/20/2017,4051JK17,6/1/2017
796,9/10/2018,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,JAMES E DANIELS,Positive,C1,Infantis,12/14/2018,4257JK18,12/1/2018
1277,11/25/2019,Antibiotic-free,HHEN,HYB-C,J & K BLACKMON BROODER,JAMES E DANIELS,Negative,0,0,3/17/2020,4339JK19,3/1/2020
1525,6/16/2020,Antibiotic-free,HHEN,NIC-85,J & K BLACKMON BROODER,JAMES E DANIELS,Positive,E4,Senftenberg,10/13/2020,4164JK20,10/1/2020
1537,6/17/2020,Antibiotic-free,HHEN,NIC-85,J & K BLACKMON BROODER,JAMES E DANIELS,Negative,0,0,10/24/2020,4165JK20,10/1/2020
219,4/25/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,JERRY DAVIS,Negative,0,0,7/17/2017,4113JK17,7/1/2017
227,4/25/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,JERRY DAVIS,Negative,0,0,7/21/2017,4114JK17,7/1/2017
467,10/31/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,JERRY DAVIS,Negative,0,0,2/20/2018,4312JK17,2/1/2018
470,10/31/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,JERRY DAVIS,Negative,0,0,2/22/2018,4313JK17,2/1/2018
152,2/21/2017,Conventional,LHEN,NIC-85,J & K BLACKMON BROODER,L & M FARM,Positive,C1,Infantis,5/15/2017,4052JK17,5/1/2017
1054,5/14/2019,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,MATTHEWS FARM,Positive,C1,Infantis,8/12/2019,4144JK19,8/1/2019
1056,5/15/2019,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,MATTHEWS FARM,Negative,0,0,8/13/2019,4145JK19,8/1/2019
1424,4/8/2020,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MATTHEWS FARM,Negative,0,0,8/11/2020,4096JK20,8/1/2020
1476,4/8/2020,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MATTHEWS FARM,Positive,C1,Infantis,8/11/2020,4096JK20,8/1/2020
763,7/10/2018,Antibiotic-free,HHEN,NIC-SS,J & K BLACKMON BROODER,MCCULLENS TURKEY FARM,Positive,C1,"6,7:r:-",11/9/2018,4192JK18,11/1/2018
866,11/13/2018,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MCCULLENS TURKEY FARM,Positive,B,Schwarzengrund,2/20/2019,4329JK18,2/1/2019
44,10/17/2016,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MILLETTE J PARKER,Negative,0,0,2/7/2017,4319JK16,2/1/2017
48,10/18/2016,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MILLETTE J PARKER,Negative,0,0,2/9/2017,4320JK16,2/1/2017
300,6/26/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Negative,0,0,9/22/2017,4180JK17,9/1/2017
302,6/27/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Negative,0,0,9/25/2017,4181JK17,9/1/2017
577,3/6/2018,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Positive,C2,Albany,5/29/2018,4058JK18,5/1/2018
583,3/6/2018,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Positive,B,"1,4,5,12",6/1/2018,4059JK18,6/1/2018
928,1/9/2019,Antibiotic-free,HHEN,NIC-SS,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Positive,D1,Berta,4/30/2019,4009JK19,4/1/2019
929,1/9/2019,Conventional,HHEN,NIC-85,J & K BLACKMON BROODER,MOLTONVILLE GROWOUT,Negative,0,0,4/30/2019,4008JK19,4/1/2019
994,3/13/2019,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,NAYLOR FARM,Negative,0,0,6/7/2019,4077JK19,6/1/2019
995,3/13/2019,Antibiotic-free,LHEN,NIC-SS,J & K BLACKMON BROODER,NAYLOR FARM,Positive,C1,Infantis,6/11/2019,4078JK19,6/1/2019
140,12/19/2016,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Positive,G,Worthington,5/4/2017,3054JK16,5/1/2017
279,4/24/2017,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Negative,0,0,9/6/2017,3017JK17,9/1/2017
424,8/28/2017,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Positive,C2,Albany,1/10/2018,3036JK17,1/1/2018
564,1/2/2018,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Negative,0,0,5/16/2018,3001JK18,5/1/2018
651,5/7/2018,Conventional,HTOM,NIC-SS,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Positive,E4,Senftenberg,8/2/2018,3018JK18,8/1/2018
814,9/10/2018,Conventional,HTOM,NIC-85,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Positive,C2,Muenchen,1/23/2019,3036JK18,1/1/2019
1368,2/4/2020,Conventional,HTOM,HYB-C,J & K BLACKMON BROODER,NICKEN FARMS POULTRY,Positive,E4,Senftenberg,6/17/2020,3005JK20,6/1/2020
126,12/19/2016,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,ORTIZ FARMS,Negative,0,0,4/20/2017,4393JK16,4/1/2017
1057,5/15/2019,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,OWEN FARM,Negative,0,0,9/17/2019,4146JK19,9/1/2019
261,4/24/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,ROBERT HOLLAND,Negative,0,0,8/22/2017,4112JK17,8/1/2017
408,8/28/2017,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,ROBERT HOLLAND,Negative,0,0,12/19/2017,4250JK17,12/1/2017
992,3/12/2019,Antibiotic-free,HHEN,NIC-SS,J & K BLACKMON BROODER,ROBERT HOLLAND,Negative,0,0,7/9/2019,4076JK19,7/1/2019
1250,11/25/2019,Antibiotic-free,LHEN,HYB-C,J & K BLACKMON BROODER,ROBERT HOLLAND,Negative,0,0,2/20/2020,4338JK19,2/1/2020
1378,4/8/2020,Antibiotic-free,LHEN,NIC-85,J & K BLACKMON BROODER,ROBERT HOLLAND,Negative,0,0,6/25/2020,4097JK20,6/1/2020
1493,6/18/2020,Antibiotic-free,LHEN,NIC-85,J & K BLACKMON BROODER,ROBERT HOLLAND,Positive,E1,Uganda,9/8/2020,4166JK20,9/1/2020
8,10/18/2016,Conventional,LHEN,HYB-C,J & K BLACKMON BROODER,RONALD PETERSON,Negative,0,0,1/6/2017,4321JK16,1/1/2017
1565,8/26/2020,Antibiotic-free,LHEN,HYB-C,J & K BLACKMON BROODER,ROSS LENNON,Positive,E4,Senftenberg,11/16/2020,4243JK20,11/1/2020
1567,8/25/2020,Antibiotic-free,LHEN,HYB-C,J & K BLACKMON BROODER,ROSS LENNON,Positive,E4,Senftenberg,11/17/2020,4242JK20,11/1/2020
1544,6/16/2020,Conventional,HTOM,NIC-85,J & K BLACKMON BROODER,T&D FARMS,Positive,B,Reading,10/28/2020,3025JK20,10/1/2020
375,8/29/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,TIM CLIFTON,Negative,0,0,11/17/2017,4251JK17,11/1/2017
378,8/29/2017,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,TIM CLIFTON,Positive,C1,Infantis,11/21/2017,4252JK17,11/1/2017
930,1/10/2019,Conventional,LHEN,NIC-SS,J & K BLACKMON BROODER,TIM CLIFTON,Positive,C1,Infantis,4/3/2019,4010JK19,4/1/2019
933,1/11/2019,Conventional,LHEN,NIC-85,J & K BLACKMON BROODER,TIM CLIFTON,Positive,C1,Infantis,4/8/2019,4011JK19,4/1/2019
1387,4/8/2020,Conventional,LHEN,NIC-85,J & K BLACKMON BROODER,TIM CLIFTON,Negative,0,0,7/7/2020,4095JK20,7/1/2020
1436,4/8/2020,Conventional,LHEN,NIC-85,J & K BLACKMON BROODER,TIM CLIFTON,Positive,B,Schwarzengrund,7/7/2020,4095JK20,7/1/2020
1343,2/4/2020,Antibiotic-free,HHEN,NIC-85,J & K BLACKMON BROODER,TOMBOY 1-6,Negative,0,0,5/19/2020,4030JK20,5/1/2020
1349,2/5/2020,Antibiotic-free,HHEN,NIC-85,J & K BLACKMON BROODER,TOMBOY 1-6,Negative,0,0,5/26/2020,4031JK20,5/1/2020
1308,12/3/2019,Conventional,HTOM,NIC-85,J & K BLACKMON BROODER,W & W GROWOUT,Positive,B,Reading,4/15/2020,3054JK19,4/1/2020
1482,4/8/2020,Conventional,HTOM,NIC-85,J & K BLACKMON BROODER,W & W GROWOUT,Positive,E4,Senftenberg,8/19/2020,3015JK20,8/1/2020
655,5/8/2018,Conventional,HHEN,NIC-SS,J & K BLACKMON BROODER,WILDCAT FARM GROWOUT,Positive,C1,Rissen,8/6/2018,4124JK18,8/1/2018
120,12/5/2016,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,4/18/2017,3052JH16,4/1/2017
262,4/11/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,8/23/2017,3015JH17,8/1/2017
413,8/14/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,12/27/2017,3034JH17,12/1/2017
555,12/26/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Positive,B,Agona,5/9/2018,3055JH17,5/1/2018
695,4/30/2018,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,9/11/2018,3017JH18,9/1/2018
813,9/3/2018,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Positive,B,Reading,1/16/2019,3035JH18,1/1/2019
926,1/8/2019,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,4/2/2019,3001JH19,4/1/2019
1046,5/7/2019,Conventional,HTOM,NIC-SS,HUDSON BROODER,ANDY HERRING,Negative,0,0,8/2/2019,3023JH19,8/1/2019
1221,9/11/2019,Conventional,HTOM,HYB-C,HUDSON BROODER,ANDY HERRING,Negative,0,0,1/22/2020,3041JH19,1/1/2020
175,2/6/2017,Conventional,HHEN,NIC-SS,HUDSON BROODER,BLACKMAN  FARM,Negative,0,0,6/6/2017,4032JH17,6/1/2017
389,8/14/2017,Conventional,HHEN,NIC-SS,HUDSON BROODER,BRUCE BUTLER,Negative,0,0,12/5/2017,4237JH17,12/1/2017
53,10/3/2016,Conventional,HTOM,NIC-85,HUDSON BROODER,BULLARD FARMS,Negative,0,0,2/15/2017,3043JH16,2/1/2017
190,2/6/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,BULLARD FARMS,Negative,0,0,6/20/2017,3005JH17,6/1/2017
335,6/12/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,BULLARD FARMS,Negative,0,0,10/24/2017,3025JH17,10/1/2017
474,10/16/2017,Conventional,HTOM,NIC-SS,HUDSON BROODER,BULLARD FARMS,Negative,0,0,2/27/2018,3044JH17,2/1/2018
985,3/4/2019,Conventional,HTOM,NIC-SS,HUDSON BROODER,BULLARD FARMS,Negative,0,0,7/17/2019,3012JH19,7/1/2019
1192,7/9/2019,Conventional,HTOM,NIC-SS,HUDSON BROODER,BULLARD FARMS,Positive,E1,Uganda,11/20/2019,3032RH19,11/1/2019
422,10/16/2017,Conventional,LHEN,NIC-SS,HUDSON BROODER,D & M MCLAMB,Positive,B,Agona,1/9/2018,4294JH17,1/1/2018
927,1/8/2019,Conventional,LHEN,NIC-SS,HUDSON BROODER,FEATHERLAND - JAMES LUCAS,Negative,0,0,5/22/2019,4007JH19,5/1/2019
1245,11/22/2019,Antibiotic-free,LHEN,HYB-C,HUDSON BROODER,FEATHERLAND - JAMES LUCAS,Negative,0,0,2/17/2020,4357JH19,2/1/2020
529,12/26/2017,Conventional,HHEN,NIC-SS,HUDSON BROODER,GLENN D JONES,Negative,0,0,4/16/2018,4362JH17,4/1/2018
643,4/30/2018,Antibiotic-free,LHEN,NIC-SS,HUDSON BROODER,GRIFFIN FARMS (OLD V THOMAS),Positive,B,Schwarzengrund,7/26/2018,4117JH18,7/1/2018
572,2/27/2018,Conventional,LHEN,NIC-SS,HUDSON BROODER,GUY D CASEY,Negative,0,0,5/23/2018,4049JH18,5/1/2018
757,7/2/2018,Antibiotic-free,HHEN,NIC-SS,HUDSON BROODER,GUY D CASEY,Positive,B,Schwarzengrund,11/5/2018,4184JH18,11/1/2018
625,2/26/2018,Conventional,HTOM,NIC-SS,HUDSON BROODER,HARRELSON GOBBLERS,Negative,0,0,7/11/2018,3008JH18,7/1/2018
855,11/5/2018,Conventional,HTOM,NIC-SS,HUDSON BROODER,HARRELSON GOBBLERS,Positive,C1,Infantis,2/3/2019,3045JH18,2/1/2019
856,11/5/2018,Conventional,LHEN,NIC-85,HUDSON BROODER,J&C TURKEY FARM,Negative,0,0,3/20/2019,4322JH18,3/1/2019
1395,4/17/2020,Conventional,LHEN,NIC-85,HUDSON BROODER,JERRY DAVIS,Negative,0,0,7/14/2020,4103JH20,7/1/2020
1396,4/17/2020,Conventional,LHEN,NIC-85,HUDSON BROODER,JERRY DAVIS,Negative,0,0,7/15/2020,4104JH20,7/1/2020
1445,4/17/2020,Conventional,LHEN,NIC-85,HUDSON BROODER,JERRY DAVIS,Negative,0,0,7/14/2020,4103JH20,7/1/2020
1446,4/17/2020,Conventional,LHEN,NIC-85,HUDSON BROODER,JERRY DAVIS,Positive,E1,Uganda,7/15/2020,4104JH20,7/1/2020
66,12/5/2016,Conventional,LHEN,NIC-SS,HUDSON BROODER,L & M FARM,Negative,0,0,2/27/2017,4368JH16,2/1/2017
990,3/5/2019,Conventional,LHEN,NIC-SS,HUDSON BROODER,L & M FARM,Positive,B,Agona,7/2/2019,4074JH19,7/1/2019
1047,5/7/2019,Conventional,LHEN,NIC-SS,HUDSON BROODER,L & M FARM,Positive,C1,Infantis,9/18/2019,4137JH19,9/1/2019
320,6/12/2017,Conventional,HHEN,NIC-SS,HUDSON BROODER,MARVIN CHANCE,Positive,E4,Liverpool,10/12/2017,4169JH17,10/1/2017
1322,2/5/2020,Conventional,LHEN,NIC-85,HUDSON BROODER,MILLETTE J PARKER,Negative,0,0,4/28/2020,4025JH20,4/1/2020
1326,2/6/2020,Conventional,LHEN,HYB-C,HUDSON BROODER,MILLETTE J PARKER,Positive,C2,Albany,4/30/2020,4026JH20,4/1/2020
1539,6/24/2020,Antibiotic-free,HHEN,NIC-85,HUDSON BROODER,MILLETTE J PARKER,Positive,C1,Infantis,10/26/2020,4172JH20,10/1/2020
1546,6/24/2020,Antibiotic-free,HHEN,NIC-85,HUDSON BROODER,MILLETTE J PARKER,Negative,0,0,10/31/2020,4171JH20,10/1/2020
29,10/3/2016,Conventional,HHEN,NIC-85,HUDSON BROODER,NAYLOR FARM,Negative,0,0,1/25/2017,4306JH16,1/1/2017
204,4/11/2017,Conventional,LHEN,NIC-SS,HUDSON BROODER,NAYLOR FARM,Negative,0,0,7/3/2017,4097JH17,7/1/2017
790,9/3/2018,Antibiotic-free,LHEN,NIC-SS,HUDSON BROODER,ORTIZ FARMS,Positive,B,Schwarzengrund,12/10/2018,4252JH18,12/1/2018
1177,9/11/2019,Antibiotic-free,LHEN,HYB-C,HUDSON BROODER,RONALD PETERSON,Positive,B,Schwarzengrund,12/4/2019,4261JH19,12/1/2019
1269,11/21/2019,Antibiotic-free,HHEN,HYB-C,HUDSON BROODER,ROSS LENNON,Positive,E1,Uganda,3/10/2020,4329JH19,3/1/2020
1570,8/28/2020,Antibiotic-free,LHEN,NIC-85,HUDSON BROODER,TIM CLIFTON,Positive,E4,Senftenberg,11/18/2020,4246JH20,11/1/2020
1572,8/27/2020,Antibiotic-free,LHEN,NIC-85,HUDSON BROODER,TIM CLIFTON,Negative,0,0,11/19/2020,4245JH20,11/1/2020
1059,5/17/2019,Conventional,LHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,BRUCE BUTLER,Positive,C1,Infantis,8/12/2019,4125AH19,8/1/2019
1346,1/28/2020,Conventional,HHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,D & R STRICKLAND,Positive,C1,Infantis,5/20/2020,4021AH20,5/1/2020
1295,11/19/2019,Conventional,HTOM,NIC-85,HONEYCUTT FAMILY BROODER HUB,HARRELSON GOBBLERS,Negative,0,0,4/1/2020,3057AH19,4/1/2020
908,12/19/2018,Antibiotic-free,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,JERRY DAVIS,Positive,E4,Senftenberg,3/18/2019,4372AH18,3/1/2019
909,12/19/2018,Antibiotic-free,LHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,JERRY DAVIS,Positive,C1,Infantis,4/9/2019,4373AH18,4/1/2019
357,7/10/2017,Conventional,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,L & M FARM,Positive,B,Agona,11/7/2017,4197AH17,11/1/2017
523,1/15/2018,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,L & M FARM,Negative,0,0,4/6/2018,4015AH18,4/1/2018
173,3/6/2017,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MATTHEWS FARM,Negative,0,0,6/4/2017,4063AH17,6/1/2017
271,5/8/2017,Conventional,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MATTHEWS FARM,Negative,0,0,8/29/2017,4128AH17,8/1/2017
750,8/7/2018,Antibiotic-free,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MATTHEWS FARM,Positive,B,Schwarzengrund,10/31/2018,4226AH18,10/1/2018
751,8/7/2018,Antibiotic-free,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MATTHEWS FARM,Negative,0,0,10/31/2018,4227AH18,10/1/2018
977,2/21/2019,Antibiotic-free,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MCCULLENS TURKEY FARM,Positive,C1,Infantis,5/21/2019,4055AH19,5/1/2019
1126,7/18/2019,Conventional,LHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,MCCULLENS TURKEY FARM,Positive,C2,Albany,10/11/2019,4189AH19,10/1/2019
1182,9/19/2019,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MCCULLENS TURKEY FARM,Negative,0,0,12/10/2019,4288AH19,12/1/2019
1247,11/19/2019,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,MILLETTE J PARKER,Negative,0,0,2/18/2020,4345AH19,2/1/2020
1389,4/9/2020,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,MILLETTE J PARKER,Negative,0,0,7/9/2020,4098AH20,7/1/2020
1392,4/10/2020,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,MILLETTE J PARKER,Negative,0,0,7/11/2020,4099AH20,7/1/2020
1439,4/9/2020,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,MILLETTE J PARKER,Negative,0,0,7/9/2020,4098AH20,7/1/2020
1442,4/10/2020,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,MILLETTE J PARKER,Negative,0,0,7/11/2020,4099AH20,7/1/2020
423,9/11/2017,Conventional,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,MOLTONVILLE GROWOUT,Negative,0,0,1/9/2018,4266AH17,1/1/2018
679,6/5/2018,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,NAYLOR FARM,Positive,B,Agona,8/27/2018,4158AH18,8/1/2018
688,6/5/2018,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,NAYLOR FARM,Positive,B,Agona,9/5/2018,4159AH18,9/1/2018
1363,1/28/2020,Conventional,HTOM,NIC-85,HONEYCUTT FAMILY BROODER HUB,NICKEN FARMS POULTRY,Positive,C1,Infantis,6/10/2020,3003AH20,6/1/2020
1530,6/19/2020,Antibiotic-free,HHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,ORTIZ FARMS,Positive,B,Agona,10/19/2020,4162AH20,10/1/2020
1535,6/19/2020,Antibiotic-free,HHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,ORTIZ FARMS,Negative,0,0,10/22/2020,4163AH20,10/1/2020
1058,5/16/2019,Conventional,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,OWEN FARM,Positive,0,0,9/11/2019,4124AH19,9/1/2019
148,1/2/2017,Conventional,HHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,ROBERT HOLLAND,Negative,0,0,5/10/2017,4002AH17,5/1/2017
20,9/8/2016,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,T&D FARMS,Negative,0,0,1/17/2017,3038AH16,1/1/2017
155,1/2/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,T&D FARMS,Negative,0,0,5/16/2017,3000AH17,5/1/2017
297,5/8/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,T&D FARMS,Negative,0,0,9/19/2017,3020AH17,9/1/2017
438,9/11/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,T&D FARMS,Negative,0,0,1/23/2018,3038AH17,1/1/2018
580,1/15/2018,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,T&D FARMS,Positive,C1,Infantis,5/30/2018,3002AH18,5/1/2018
24,10/31/2016,Conventional,LHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Positive,E1,Uganda,1/19/2017,4333AH16,1/1/2017
448,11/13/2017,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Positive,B,Agona,2/2/2018,4327AH17,2/1/2018
614,4/2/2018,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Positive,B,Agona,6/28/2018,4087AH18,6/1/2018
615,4/3/2018,Conventional,LHEN,NIC-SS,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Positive,C2,Albany,6/29/2018,4086AH18,6/1/2018
833,10/17/2018,Conventional,LHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Negative,0,0,1/15/2019,4299AH18,1/1/2019
834,10/17/2018,Conventional,LHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,TIM CLIFTON,Negative,0,0,1/16/2019,4300AH18,1/1/2019
1593,8/19/2020,Antibiotic-free,HHEN,NIC-85,HONEYCUTT FAMILY BROODER HUB,TOMBOY 1-6,Positive,C2,Albany,12/11/2020,4238AH20,12/1/2020
1596,8/19/2020,Antibiotic-free,HHEN,HYB-C,HONEYCUTT FAMILY BROODER HUB,TOMBOY 1-6,Positive,D1,Berta,12/16/2020,4237AH20,12/1/2020
85,10/31/2016,Conventional,HTOM,NIC-85,HONEYCUTT FAMILY BROODER HUB,W & W GROWOUT,Negative,0,0,3/14/2017,3047AH16,3/1/2017
222,3/6/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,W & W GROWOUT,Negative,0,0,7/18/2017,3009AH17,7/1/2017
364,7/10/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,W & W GROWOUT,Negative,0,0,11/9/2017,3029AH17,11/1/2017
511,11/13/2017,Conventional,HTOM,NIC-SS,HONEYCUTT FAMILY BROODER HUB,W & W GROWOUT,Negative,0,0,3/27/2018,3050AH17,3/1/2018
21,10/4/2016,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,BONEY TURKEY FARM,Negative,0,0,1/18/2017,4307GP16,1/1/2017
27,10/4/2016,Conventional,HHEN,NIC-85,GARLAND PIERCY 1-2,BONEY TURKEY FARM,Negative,0,0,1/24/2017,4308GP16,1/1/2017
769,8/21/2018,Conventional,LHEN,NIC-SS,GARLAND PIERCY 1-2,BRUCE BUTLER,Positive,C2,Muenchen,11/14/2018,4240GP18,11/1/2018
